id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
1810,50,40,Josua Guilavogui (St Etienne) is shown the yellow card for a bad foul.,4,2,St Etienne,Bordeaux,josua guilavogui,0
1811,51,41,Attempt blocked. Pierre-Emerick Aubameyang (St Etienne) right footed shot from the left side of the box is blocked. Assisted by Bakary Sako.,1,2,St Etienne,Bordeaux,pierreemerick aubameyang,0
1812,52,41,"Corner,  St Etienne. Conceded by Matthieu ChalmA??.",2,2,St Etienne,Bordeaux,matthieu chalma??,0
1813,53,42,(St Etienne) wins a free kick on the left wing.,8,2,St Etienne,Bordeaux,,0
1814,54,43,Hand ball by Nicolas Maurice-Belay (Bordeaux).,10,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1815,55,47,Attempt missed. Anthony Modeste (Bordeaux) left footed shot from the centre of the box is high and wide to the left. Assisted by BenoA??t TrA??moulinas with a cross.,1,1,Bordeaux,St Etienne,anthony modeste,0
1816,56,49,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1817,57,49,BenoA??t TrA??moulinas (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,benoit tremoulinas,0
1818,58,53,Foul by Loris Nery (St Etienne).,3,2,St Etienne,Bordeaux,loris nery,0
1819,59,53,Jussie (Bordeaux) wins a free kick on the left wing.,8,1,Bordeaux,St Etienne,jussie,0
1820,60,54,Penalty conceded by Sylvain Marchal (St Etienne) after a foul in the penalty area.,11,2,St Etienne,Bordeaux,NA,0
1821,61,55,Sylvain Marchal (St Etienne) is shown the yellow card for a bad foul.,4,2,St Etienne,Bordeaux,sylvain marchal,0
1822,62,56,"Goal!  Bordeaux 1, St Etienne 2. Jussie (Bordeaux) converts the penalty with a right footed shot to the bottom left corner.",1,1,Bordeaux,St Etienne,jussie,0
1823,63,57,Anthony Modeste (Bordeaux) is shown the yellow card.,4,1,Bordeaux,St Etienne,anthony modeste,0
1824,64,58,Foul by Gonzalo Bergessio (St Etienne).,3,2,St Etienne,Bordeaux,gonzalo bergessio,0
1825,65,58,Landry N'GuA??mo (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,landry nguemo,0
1826,66,59,Attempt missed. Nicolas Maurice-Belay (Bordeaux) left footed shot from the centre of the box is too high. Assisted by Jussie with a headed pass.,1,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1827,67,60,StA??phane Ruffier (St Etienne) is shown the yellow card.,4,2,St Etienne,Bordeaux,stephane ruffier,0
1828,68,60,"Substitution, St Etienne. Laurent Batlles replaces Gonzalo Bergessio.",7,2,St Etienne,Bordeaux,NA,0
1829,69,62,Bakary Sako (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,bakary sako,0
1830,70,62,Foul by Jussie (Bordeaux).,3,1,Bordeaux,St Etienne,jussie,0
1831,71,64,"Offside, Bordeaux. Matthieu ChalmA?? tries a through ball, but Anthony Modeste is caught offside.",9,1,Bordeaux,St Etienne,anthony modeste,0
1832,72,65,Attempt saved. Matthieu ChalmA?? (Bordeaux) left footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Jussie.,1,1,Bordeaux,St Etienne,matthieu chalme,0
1833,73,65,Hand ball by Anthony Modeste (Bordeaux).,10,1,Bordeaux,St Etienne,anthony modeste,0
1834,74,66,"Substitution, Bordeaux. Yoan Gouffran replaces Abdou TraorA??.",7,1,Bordeaux,St Etienne,NA,0
1835,75,68,Attempt missed. Josua Guilavogui (St Etienne) left footed shot from outside the box misses to the left.,1,2,St Etienne,Bordeaux,josua guilavogui,0
1836,76,68,Attempt missed. Laurent Batlles (St Etienne) right footed shot from the centre of the box is high and wide to the right. Assisted by Pierre-Emerick Aubameyang with a headed pass.,1,2,St Etienne,Bordeaux,laurent batlles,0
1837,77,69,Attempt saved. Anthony Modeste (Bordeaux) left footed shot from outside the box is saved in the bottom right corner. Assisted by Matthieu ChalmA??.,1,1,Bordeaux,St Etienne,anthony modeste,0
1838,78,70,Attempt missed. Pierre-Emerick Aubameyang (St Etienne) header from the centre of the box misses to the left. Assisted by Carlos Bocanegra with a cross.,1,2,St Etienne,Bordeaux,pierreemerick aubameyang,0
1839,79,70,Florent Sinama-Pongolle (St Etienne) wins a free kick in the attacking half.,8,2,St Etienne,Bordeaux,florent sinamapongolle,0
1840,80,70,Foul by Yoan Gouffran (Bordeaux).,3,1,Bordeaux,St Etienne,yoan gouffran,0
1841,81,71,"Substitution, Bordeaux. Henri Saivet replaces Jussie.",7,1,Bordeaux,St Etienne,NA,0
1842,82,72,"Corner,  St Etienne. Conceded by Landry N'GuA??mo.",2,2,St Etienne,Bordeaux,landry ngua??mo,0
1843,83,72,Attempt saved. Sylvain Marchal (St Etienne) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Pierre-Emerick Aubameyang.,1,2,St Etienne,Bordeaux,sylvain marchal,0
1844,84,72,"Corner,  St Etienne. Conceded by CA??dric Carrasso.",2,2,St Etienne,Bordeaux,ca??dric carrasso,0
1845,85,73,Attempt missed. Laurent Batlles (St Etienne) right footed shot from a difficult angle and long range on the left misses to the left following a corner.,1,2,St Etienne,Bordeaux,laurent batlles,0
1846,86,73,Foul by Laurent Batlles (St Etienne).,3,2,St Etienne,Bordeaux,laurent batlles,0
1847,87,73,Matthieu ChalmA?? (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,matthieu chalme,0
1848,88,76,Josua Guilavogui (St Etienne) wins a free kick in the attacking half.,8,2,St Etienne,Bordeaux,josua guilavogui,0
1849,89,76,Foul by Nicolas Maurice-Belay (Bordeaux).,3,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1850,90,77,"Substitution, Bordeaux. Cheick DiabatA?? replaces Anthony Modeste.",7,1,Bordeaux,St Etienne,NA,0
1851,91,78,"Corner,  St Etienne. Conceded by BenoA??t TrA??moulinas.",2,2,St Etienne,Bordeaux,benoa??t tra??moulinas,0
1852,92,81,Attempt saved. Yoan Gouffran (Bordeaux) header from the centre of the box is saved in the bottom right corner. Assisted by BenoA??t TrA??moulinas with a cross.,1,1,Bordeaux,St Etienne,yoan gouffran,0
1853,93,81,"Offside, Bordeaux. Henri Saivet tries a through ball, but Cheick DiabatA?? is caught offside.",9,1,Bordeaux,St Etienne,cheick diabate,0
1854,94,83,"Substitution, St Etienne. Idriss Saadi replaces Florent Sinama-Pongolle.",7,2,St Etienne,Bordeaux,NA,0
1855,95,83,Loris Nery (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,loris nery,0
1856,96,83,Foul by Cheick DiabatA?? (Bordeaux).,3,1,Bordeaux,St Etienne,cheick diabate,0
1857,97,83,Foul by JA??rA??my Clement (St Etienne).,3,2,St Etienne,Bordeaux,jeremy clement,0
1858,98,83,Jaroslav Plasil (Bordeaux) wins a free kick in the defensive half.,8,1,Bordeaux,St Etienne,jaroslav plasil,0
1859,99,84,JA??rA??my Clement (St Etienne) is shown the yellow card.,4,2,St Etienne,Bordeaux,jeremy clement,0
1860,100,87,Attempt missed. Cheick DiabatA?? (Bordeaux) left footed shot from a difficult angle on the left is just a bit too high. Assisted by Nicolas Maurice-Belay.,1,1,Bordeaux,St Etienne,cheick diabate,0
1861,101,88,Foul by Sylvain Marchal (St Etienne).,3,2,St Etienne,Bordeaux,sylvain marchal,0
1862,102,88,Cheick DiabatA?? (Bordeaux) wins a free kick in the attacking half.,8,1,Bordeaux,St Etienne,cheick diabate,0
1863,103,89,Jean-Pascal Mignot (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,jeanpascal mignot,0
1864,104,89,Foul by Cheick DiabatA?? (Bordeaux).,3,1,Bordeaux,St Etienne,cheick diabate,0
1865,105,90,Idriss Saadi (St Etienne) wins a free kick on the left wing.,8,2,St Etienne,Bordeaux,idriss saadi,0
1866,106,90,Foul by Matthieu ChalmA?? (Bordeaux).,3,1,Bordeaux,St Etienne,matthieu chalme,0
1867,107,90,Jean-Pascal Mignot (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,jeanpascal mignot,0
1868,108,90,Foul by Cheick DiabatA?? (Bordeaux).,3,1,Bordeaux,St Etienne,cheick diabate,0
1869,109,90,"Attempt missed. Nicolas Maurice-Belay (Bordeaux) left footed shot from the left side of the box is close, but misses to the left.",1,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1870,110,90,Laurent Batlles (St Etienne) wins a free kick in the defensive half.,8,2,St Etienne,Bordeaux,laurent batlles,0
1871,111,90,Foul by Nicolas Maurice-Belay (Bordeaux).,3,1,Bordeaux,St Etienne,nicolas mauricebelay,0
1872,1,2,Foul by Jean Armel Kana Biyik (Rennes).,3,2,Stade Rennes,Dijon FCO,jean armel kana biyik,0
1873,2,2,Gregory Thil (Dijon) wins a free kick on the right wing.,8,1,Dijon FCO,Stade Rennes,gregory thil,0
1874,3,3,Attempt blocked. Eric Bautheac (Dijon) left footed shot from a difficult angle and long range on the right is blocked.,1,1,Dijon FCO,Stade Rennes,eric bautheac,0
1875,4,3,Attempt missed. Gregory Thil (Dijon) header from the left side of the six yard box misses to the right. Assisted by Thomas Guerbert with a cross following a corner.,1,1,Dijon FCO,Stade Rennes,gregory thil,0
1876,5,3,Benoit Costil (Rennes) wins a free kick in the defensive half.,8,2,Stade Rennes,Dijon FCO,benoit costil,0
1877,6,4,Foul by Brice Jovial (Dijon).,3,1,Dijon FCO,Stade Rennes,brice jovial,0
1878,7,4,Attempt saved. Thomas Guerbert (Dijon) right footed shot from outside the box is saved in the top right corner. Assisted by Younousse Sankhare.,1,1,Dijon FCO,Stade Rennes,thomas guerbert,0
1879,8,4,"Corner,  Dijon. Conceded by Benoit Costil.",2,1,Dijon FCO,Stade Rennes,benoit costil,0
1880,9,5,Attempt missed. Abdoulrazak Boukari (Rennes) left footed shot from the left side of the box is too high. Assisted by Victor Hugo Montano with a headed pass.,1,2,Stade Rennes,Dijon FCO,abdoulrazak boukari,0
1881,10,6,"Attempt missed. Jonathan Pitroipa (Rennes) right footed shot from the left side of the box is close, but misses to the left. Assisted by Tongo Hamed Doumbia.",1,2,Stade Rennes,Dijon FCO,jonathan pitroipa,0
1882,11,7,"Offside, Dijon. Benjamin Corgnet tries a through ball, but Brice Jovial is caught offside.",9,1,Dijon FCO,Stade Rennes,brice jovial,0
1883,12,10,"Offside, Rennes. Romain Danze tries a through ball, but Jonathan Pitroipa is caught offside.",9,2,Stade Rennes,Dijon FCO,jonathan pitroipa,0
1884,13,11,"Offside, Rennes. Tongo Hamed Doumbia tries a through ball, but Abdoulrazak Boukari is caught offside.",9,2,Stade Rennes,Dijon FCO,abdoulrazak boukari,0
1885,14,12,Attempt blocked. Gregory Thil (Dijon) right footed shot from outside the box is blocked. Assisted by Jean-Daniel Padovani.,1,1,Dijon FCO,Stade Rennes,gregory thil,0
1886,15,13,"Corner,  Dijon. Conceded by KA??vin ThA??ophile-Catherine.",2,1,Dijon FCO,Stade Rennes,ka??vin tha??ophilecatherine,0
1887,16,14,Benoit Costil (Rennes) wins a free kick in the defensive half.,8,2,Stade Rennes,Dijon FCO,benoit costil,0
1888,17,14,Foul by Brice Jovial (Dijon).,3,1,Dijon FCO,Stade Rennes,brice jovial,0
1889,18,16,Attempt blocked. Yann M'Vila (Rennes) right footed shot from outside the box is blocked. Assisted by KA??vin ThA??ophile-Catherine.,1,2,Stade Rennes,Dijon FCO,yann mvila,0
1890,19,16,Attempt saved. Victor Hugo Montano (Rennes) header from the centre of the box is saved in the bottom right corner. Assisted by KA??vin ThA??ophile-Catherine with a cross.,1,2,Stade Rennes,Dijon FCO,victor hugo montano,0
1891,20,17,"Corner,  Rennes. Conceded by Jean-Daniel Padovani.",2,2,Stade Rennes,Dijon FCO,jeandaniel padovani,0
1892,21,18,Attempt saved. Eric Bautheac (Dijon) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Thomas Guerbert.,1,1,Dijon FCO,Stade Rennes,eric bautheac,0
1893,22,18,"Offside, Dijon. Eric Bautheac tries a through ball, but Gregory Thil is caught offside.",9,1,Dijon FCO,Stade Rennes,gregory thil,0
1894,23,18,Younousse Sankhare (Dijon) is shown the yellow card.,4,1,Dijon FCO,Stade Rennes,younousse sankhare,0
1895,24,18,Foul by Eric Bautheac (Dijon).,3,1,Dijon FCO,Stade Rennes,eric bautheac,0
1896,25,19,Romain Danze (Rennes) wins a free kick on the right wing.,8,2,Stade Rennes,Dijon FCO,romain danze,0
1897,26,20,Attempt blocked. Tongo Hamed Doumbia (Rennes) right footed shot from outside the box is blocked. Assisted by Abdoulrazak Boukari.,1,2,Stade Rennes,Dijon FCO,tongo hamed doumbia,0
1898,27,20,Foul by KA??vin ThA??ophile-Catherine (Rennes).,3,2,Stade Rennes,Dijon FCO,kevin theophilecatherine,0
1899,28,21,Thomas Guerbert (Dijon) wins a free kick on the right wing.,8,1,Dijon FCO,Stade Rennes,thomas guerbert,0
1900,29,21,Attempt missed. Zakaria Diallo (Dijon) header from the centre of the box misses to the left. Assisted by Thomas Guerbert following a set piece situation.,1,1,Dijon FCO,Stade Rennes,zakaria diallo,0
1901,30,24,"Corner,  Rennes. Conceded by Steven Paulle.",2,2,Stade Rennes,Dijon FCO,steven paulle,0
1902,31,24,Abdoulrazak Boukari (Rennes) wins a free kick in the defensive half.,8,2,Stade Rennes,Dijon FCO,abdoulrazak boukari,0
1903,32,27,Foul by Benjamin Corgnet (Dijon).,3,1,Dijon FCO,Stade Rennes,benjamin corgnet,0
1904,33,28,Attempt missed. Victor Hugo Montano (Rennes) left footed shot from outside the box is just a bit too high. Assisted by Abdoulrazak Boukari.,1,2,Stade Rennes,Dijon FCO,victor hugo montano,0
1905,34,28,Foul by Gregory Thil (Dijon).,3,1,Dijon FCO,Stade Rennes,gregory thil,0
1906,35,30,Jean Armel Kana Biyik (Rennes) wins a free kick in the defensive half.,8,2,Stade Rennes,Dijon FCO,jean armel kana biyik,0
1907,36,30,Penalty Rennes. Victor Hugo Montano draws a foul in the penalty area.,11,2,Stade Rennes,Dijon FCO,NA,0
1908,37,31,Penalty conceded by Steven Paulle (Dijon) after a foul in the penalty area.,11,1,Dijon FCO,Stade Rennes,NA,0
1909,38,32,Penalty missed! Bad penalty by Julien FA??ret (Rennes) right footed shot is just a bit too high. Julien FA??ret should be disappointed.,1,2,Stade Rennes,Dijon FCO,julien feret,0
1910,39,33,Attempt saved. Abdoulrazak Boukari (Rennes) right footed shot from outside the box is saved in the bottom left corner. Assisted by Julien FA??ret.,1,2,Stade Rennes,Dijon FCO,abdoulrazak boukari,0
1911,40,33,Foul by Jonathan Pitroipa (Rennes).,3,2,Stade Rennes,Dijon FCO,jonathan pitroipa,0
1912,41,34,Eric Bautheac (Dijon) wins a free kick on the left wing.,8,1,Dijon FCO,Stade Rennes,eric bautheac,0
1913,42,36,"Goal!  Dijon 0, Rennes 1. Victor Hugo Montano (Rennes) right footed shot from the right side of the six yard box to the top right corner. Assisted by Abdoulrazak Boukari following a fast break.",1,2,Stade Rennes,Dijon FCO,victor hugo montano,1
1914,43,38,"Goal!  Dijon 0, Rennes 2. Julien FA??ret (Rennes) right footed shot from the centre of the box to the bottom right corner. Assisted by Victor Hugo Montano with a through ball.",1,2,Stade Rennes,Dijon FCO,julien feret,0
1915,44,38,Foul by KA??vin ThA??ophile-Catherine (Rennes).,3,2,Stade Rennes,Dijon FCO,kevin theophilecatherine,0
1916,45,39,Thomas Guerbert (Dijon) wins a free kick in the defensive half.,8,1,Dijon FCO,Stade Rennes,thomas guerbert,0
1917,46,39,KA??vin ThA??ophile-Catherine (Rennes) is shown the yellow card for a bad foul.,4,2,Stade Rennes,Dijon FCO,kevin theophilecatherine,0
1918,47,40,Attempt blocked. Brice Jovial (Dijon) left footed shot from outside the box is blocked. Assisted by Jean-Daniel Padovani.,1,1,Dijon FCO,Stade Rennes,brice jovial,0
1919,48,41,"Corner,  Dijon. Conceded by Kader Mangane.",2,1,Dijon FCO,Stade Rennes,kader mangane,0
1920,49,41,"Corner,  Dijon. Conceded by Romain Danze.",2,1,Dijon FCO,Stade Rennes,romain danze,0
1921,50,42,Foul by Benjamin Corgnet (Dijon).,3,1,Dijon FCO,Stade Rennes,benjamin corgnet,0
1922,51,43,Tongo Hamed Doumbia (Rennes) wins a free kick in the attacking half.,8,2,Stade Rennes,Dijon FCO,tongo hamed doumbia,0
1923,52,43,Attempt saved. Brice Jovial (Dijon) right footed shot from outside the box is saved in the centre of the goal. Assisted by Samuel Souprayen.,1,1,Dijon FCO,Stade Rennes,brice jovial,0
1924,53,43,Foul by Victor Hugo Montano (Rennes).,3,2,Stade Rennes,Dijon FCO,victor hugo montano,0
1925,54,43,Zakaria Diallo (Dijon) wins a free kick in the defensive half.,8,1,Dijon FCO,Stade Rennes,zakaria diallo,0
1926,55,43,Foul by Steven Paulle (Dijon).,3,1,Dijon FCO,Stade Rennes,steven paulle,0
1927,56,44,Jonathan Pitroipa (Rennes) wins a free kick in the defensive half.,8,2,Stade Rennes,Dijon FCO,jonathan pitroipa,0
1928,57,44,Steven Paulle (Dijon) is shown the yellow card for a bad foul.,4,1,Dijon FCO,Stade Rennes,steven paulle,0
1929,58,45,Benjamin Corgnet (Dijon) wins a free kick in the attacking half.,8,1,Dijon FCO,Stade Rennes,benjamin corgnet,0
1930,59,45,Foul by Tongo Hamed Doumbia (Rennes).,3,2,Stade Rennes,Dijon FCO,tongo hamed doumbia,0
1931,60,45,"Corner,  Dijon. Conceded by Kader Mangane.",2,1,Dijon FCO,Stade Rennes,kader mangane,0
1932,61,45,"Goal!  Dijon 1, Rennes 2. Brice Jovial (Dijon) left footed shot from very close range to the bottom left corner. Assisted by Gregory Thil with a cross following a corner.",1,1,Dijon FCO,Stade Rennes,brice jovial,0
1933,62,45,Foul by Abdoulaye MA??itA?? (Dijon).,3,1,Dijon FCO,Stade Rennes,abdoulaye meite,0
1934,63,45,Victor Hugo Montano (Rennes) wins a free kick on the right wing.,8,2,Stade Rennes,Dijon FCO,victor hugo montano,0
1935,64,45,Foul by Kader Mangane (Rennes).,3,2,Stade Rennes,Dijon FCO,kader mangane,0
1936,65,45,Gregory Thil (Dijon) wins a free kick in the attacking half.,8,1,Dijon FCO,Stade Rennes,gregory thil,0
1937,66,45,Attempt blocked. Eric Bautheac (Dijon) left footed shot from outside the box is blocked.,1,1,Dijon FCO,Stade Rennes,eric bautheac,0
1938,67,48,Attempt missed. Brice Jovial (Dijon) header from the centre of the box misses to the right. Assisted by Eric Bautheac with a cross.,1,1,Dijon FCO,Stade Rennes,brice jovial,0
1939,68,48,Foul by Eric Bautheac (Dijon).,3,1,Dijon FCO,Stade Rennes,eric bautheac,0
1940,69,50,Victor Hugo Montano (Rennes) wins a free kick on the right wing.,8,2,Stade Rennes,Dijon FCO,victor hugo montano,0
1941,70,51,Eric Bautheac (Dijon) is shown the yellow card for a bad foul.,4,1,Dijon FCO,Stade Rennes,eric bautheac,0
1942,71,51,"Goal!  Dijon 1, Rennes 3. Abdoulrazak Boukari (Rennes) left footed shot from the left side of the box to the centre of the goal.",1,2,Stade Rennes,Dijon FCO,abdoulrazak boukari,0
1943,72,53,"Substitution, Rennes. John Boye replaces Jean Armel Kana Biyik.",7,2,Stade Rennes,Dijon FCO,NA,0
1944,73,53,"Corner,  Dijon. Conceded by Kader Mangane.",2,1,Dijon FCO,Stade Rennes,kader mangane,0
1945,74,53,Penalty Dijon. Eric Bautheac draws a foul in the penalty area.,11,1,Dijon FCO,Stade Rennes,NA,0
1946,75,55,Penalty conceded by Jonathan Pitroipa (Rennes) after a foul in the penalty area.,11,2,Stade Rennes,Dijon FCO,NA,0
1947,76,57,"Penalty missed! Still  Dijon 1, Rennes 3. Gregory Thil (Dijon) hits the left post with a right footed shot.",1,2,Stade Rennes,Dijon FCO,gregory thil,0
1948,77,58,Attempt blocked. Jonathan Pitroipa (Rennes) right footed shot from the left side of the box is blocked. Assisted by Victor Hugo Montano.,1,2,Stade Rennes,Dijon FCO,jonathan pitroipa,0
